Id,SalePrice
1461,2.4653472459948103
1462,2.4808300513990016
1463,2.4899809929611783
1464,2.4905059184645753
1465,2.514447682464255
1466,2.499857233887406
1467,2.486299552065657
1468,2.493470209395479
1469,2.5232004037997515
1470,2.440821198610012
1471,2.4954814075417517
1472,2.457744398568535
1473,2.433542513621716
1474,2.4758122458329868
1475,2.4720957769221554
1476,2.554451377311713
1477,2.518291416744628
1478,2.538449865432543
1479,2.4763861083335166
1480,2.5640289967321555
1481,2.5561159151773443
1482,2.5029508009500403
1483,2.495748186445547
1484,2.4981542373106262
1485,2.490933555856897
1486,2.481279499137534
1487,2.5575534107186746
1488,2.5066959912839692
1489,2.5014816445347927
1490,2.5078410759756937
1491,2.4997518354064177
1492,2.4100563915639235
1493,2.4905059184645753
1494,2.5319203323418096
1495,2.5444299070516347
1496,2.5376847346528235
1497,2.4961916109184066
1498,2.4747404467344984
1499,2.4747404467344984
1500,2.4932643045793426
1501,2.49179588186612
1502,2.4911698550624206
1503,2.5556488920336378
1504,2.5133187258506307
1505,2.5074037096166473
1506,2.489016429353239
1507,2.5019335857292178
1508,2.4977224546738777
1509,2.486085544889683
1510,2.4797427732622266
1511,2.495748186445547
1512,2.5054941771022863
1513,2.443470357682056
1514,2.5164229871461643
1515,2.5200498461606777
1516,2.4821679644478185
1517,2.476670931376912
1518,2.4485187660500776
1519,2.514019774303478
1520,2.4722468934119846
1521,2.4722770394194904
1522,2.4752341063164063
1523,2.4509341087834513
1524,2.457744398568535
1525,2.4016199712471447
1526,2.4692025346392112
1527,2.424997789316453
1528,2.46609011055811
1529,2.4707552558177244
1530,2.486549941533788
1531,2.4808300513990016
1532,2.4584667400122777
1533,2.473769073623507
1534,2.4313004544284724
1535,2.4832213869933533
1536,2.4555368321515534
1537,2.3957823178276967
1538,2.4840028785069586
1539,2.5242525103356863
1540,2.4292535613892587
1541,2.4740647472974704
1542,2.471974464601666
1543,2.5095266997049
1544,2.4100563915639235
1545,2.435963112625222
1546,2.4666537921637723
1547,2.471974464601666
1548,2.4832213869933533
1549,2.4763861083335166
1550,2.471974464601666
1551,2.4518709430740877
1552,2.5021381252993478
1553,2.46600324507219
1554,2.4570153806228183
1555,2.4821679644478185
1556,2.4193443709464924
1557,2.4865505534492094
1558,2.4403710223692547
1559,2.4292535613892587
1560,2.4740647472974704
1561,2.4968514624360734
1562,2.4650171743026057
1563,2.4660848173097842
1564,2.4874969456619134
1565,2.490933555856897
1566,2.5172628908921157
1567,2.4282103713081242
1568,2.5107510500152546
1569,2.4780266773010817
1570,2.456279566211048
1571,2.48426147684576
1572,2.491639914618013
1573,2.509711680883118
1574,2.4422449902141423
1575,2.504471233971433
1576,2.5039545199508884
1577,2.5014816445347927
1578,2.4570153806228183
1579,2.4744683315006215
1580,2.4982973516399487
1581,2.481635117371873
1582,2.4676195793985056
1583,2.54101438027535
1584,2.5095266997049
1585,2.4701381210848408
1586,2.3957823178276967
1587,2.4612916334832597
1588,2.4701381210848408
1589,2.4352448996289895
1590,2.4493299124481944
1591,2.453265829549187
1592,2.434616912722725
1593,2.4653472459948103
1594,2.4540300955780205
1595,2.4540300955780205
1596,2.5095266997049
1597,2.5164229871461643
1598,2.504748007726909
1599,2.514447682464255
1600,2.514447682464255
1601,2.4300268210241605
1602,2.46435283012182
1603,2.4260828375516423
1604,2.527688832016328
1605,2.514447682464255
1606,2.484390343053124
1607,2.4707552558177244
1608,2.5049450841367737
1609,2.5014816445347927
1610,2.494584240016746
1611,2.4722770394194904
1612,2.4934935149728026
1613,2.495748186445547
1614,2.4538394901706564
1615,2.419927677871969
1616,2.419927677871969
1617,2.427683696586515
1618,2.4685103395935983
1619,2.4763861083335166
1620,2.4313004544284724
1621,2.469140408569384
1622,2.4720552216421043
1623,2.536310189640182
1624,2.5039545199508884
1625,2.483221831378806
1626,2.5005897991586954
1627,2.4899809929611783
1628,2.5242525103356863
1629,2.490933555856897
1630,2.561491652485816
1631,2.5023421137586634
1632,2.520370975044749
1633,2.490933555856897
1634,2.4916163864921863
1635,2.492340519091413
1636,2.4722770394194904
1637,2.490933555856897
1638,2.5232004037997515
1639,2.493241342183068
1640,2.5249760040030456
1641,2.4899809929611783
1642,2.4977224546738777
1643,2.514447682464255
1644,2.5133187258506307
1645,2.50218876571597
1646,2.4834830614848395
1647,2.490775045326112
1648,2.4584667400122777
1649,2.4822383033180917
1650,2.469672043392189
1651,2.4752341063164063
1652,2.433542513621716
1653,2.4355330963061284
1654,2.4824327849736507
1655,2.4720957769221554
1656,2.4758122458329868
1657,2.480559188286955
1658,2.4786399814909967
1659,2.4720957769221554
1660,2.4808300513990016
1661,2.5656152327659862
1662,2.545364322068152
1663,2.554451377311713
1664,2.5822392825041267
1665,2.5395903984181696
1666,2.5378437391332644
1667,2.5575534107186746
1668,2.5395903984181696
1669,2.5284111401704514
1670,2.5164229871461643
1671,2.5232620468336524
1672,2.5822392825041267
1673,2.5353321003112423
1674,2.5198724218221384
1675,2.5000039523591235
1676,2.5000039523591235
1677,2.5049450841367737
1678,2.5822392825041267
1679,2.557745924223552
1680,2.5512894415983083
1681,2.5284111401704514
1682,2.5338148560207365
1683,2.502973020158897
1684,2.4860426830066293
1685,2.4905059184645753
1686,2.4860426830066293
1687,2.4860426830066293
1688,2.481279499137534
1689,2.481279499137534
1690,2.490933555856897
1691,2.490933555856897
1692,2.5242525103356863
1693,2.490933555856897
1694,2.493470209395479
1695,2.488529555468689
1696,2.5256280200052394
1697,2.481279499137534
1698,2.54101438027535
1699,2.546760980572193
1700,2.5049450841367737
1701,2.5242525103356863
1702,2.518291416744628
1703,2.518480620328339
1704,2.536310189640182
1705,2.530106000264593
1706,2.5822392825041267
1707,2.5014816445347927
1708,2.5049450841367737
1709,2.524746356047486
1710,2.514447682464255
1711,2.5059228222784604
1712,2.4763861083335166
1713,2.5074037096166473
1714,2.5376847346528235
1715,2.5082189350970623
1716,2.4859719821251876
1717,2.4747404467344984
1718,2.4634638125353283
1719,2.511536870278525
1720,2.526665452329288
1721,2.4859719821251876
1722,2.4634638125353283
1723,2.4808300513990016
1724,2.5014816445347927
1725,2.5117167571379895
1726,2.4904587564623863
1727,2.495748186445547
1728,2.4997518354064177
1729,2.4829334470309705
1730,2.504748007726909
1731,2.4734733999495435
1732,2.4779146434505983
1733,2.462666921556555
1734,2.4704472991384017
1735,2.4701381210848408
1736,2.463007013496654
1737,2.5350074860124945
1738,2.5164229871461643
1739,2.5249760040030456
1740,2.5019335857292178
